Transmittal ID,Transmittal Type,Employee From,Department From,Employee To,Department To,Transaction Date,Transaction Time,Received By
2249,1,12,DEPT4,,DEPT2,"May 31, 2021",2:05:18 pm,40
2250,0,40,DEPT2,35,DEPT6,"May 28, 2021",3:23:16 pm,
2250,1,40,DEPT2,35,DEPT6,"May 28, 2021",3:34:57 pm,35
2250,2,35,DEPT6,40,DEPT2,"May 28, 2021",4:25:13 pm,
2250,1,35,DEPT6,40,DEPT2,"May 31, 2021",9:08:42 am,40
2251,0,5,DEPT3,,DEPT3,"May 28, 2021",3:37:48 pm,
2251,1,5,DEPT3,,DEPT3,"June 02, 2021",9:33:43 am,43
2252,0,43,DEPT3,35,DEPT6,"May 28, 2021",4:57:14 pm,
2252,0,43,DEPT3,35,DEPT6,"May 31, 2021",11:30:06 am,
2252,1,43,DEPT3,35,DEPT6,"May 31, 2021",11:32:30 am,35
2252,2,35,DEPT6,28,DEPT6,"May 31, 2021",11:48:49 am,
2252,1,35,DEPT6,28,DEPT6,"June 01, 2021",9:15:49 am,28
2253,0,40,DEPT2,35,DEPT6,"May 28, 2021",5:07:43 pm,
2253,1,40,DEPT2,35,DEPT6,"May 31, 2021",11:37:06 am,35
2253,2,35,DEPT6,40,DEPT2,"May 31, 2021",11:37:21 am,
2253,1,35,DEPT6,40,DEPT2,"May 31, 2021",2:04:03 pm,40
2253,2,40,DEPT2,35,DEPT6,"June 01, 2021",9:10:41 am,
2253,1,40,DEPT2,35,DEPT6,"June 01, 2021",9:22:59 am,35
2253,2,35,DEPT6,40,DEPT2,"June 01, 2021",10:30:31 am,
2253,1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:46 pm,40
2254,0,5,DEPT3,,DEPT6,"May 28, 2021",5:51:57 pm,
2254,1,5,DEPT3,,DEPT6,"May 31, 2021",10:08:31 am,35
2254,2,35,DEPT6,28,DEPT6,"May 31, 2021",11:28:34 am,
2254,1,35,DEPT6,28,DEPT6,"May 31, 2021",11:37:12 am,28
2255,0,28,DEPT6,5,DEPT3,"May 31, 2021",9:26:07 am,
2255,1,28,DEPT6,5,DEPT3,"May 31, 2021",4:14:09 pm,5
2256,0,28,DEPT6,36,DEPT6,"May 31, 2021",10:08:30 am,
2256,1,28,DEPT6,36,DEPT6,"June 02, 2021",1:14:16 pm,36
2256,2,36,DEPT6,28,DEPT6,"June 03, 2021",5:18:14 pm,
2256,1,36,DEPT6,28,DEPT6,"June 04, 2021",8:39:10 am,28
2256,2,28,DEPT6,37,DEPT7,"July 01, 2021",11:45:09 am,
2256,2,28,DEPT6,,DEPT6,"July 01, 2021",11:46:27 am,
2256,2,28,DEPT6,,DEPT6,"July 01, 2021",11:46:37 am,
2256,3,28,DEPT6,,DEPT6,"July 01, 2021",11:46:42 am,28
2257,0,28,DEPT6,9,DEPT4,"May 31, 2021",10:15:13 am,
2257,1,28,DEPT6,9,DEPT4,"May 31, 2021",11:09:06 am,9
2257,2,9,DEPT4,,DEPT6,"May 31, 2021",11:09:16 am,
2257,1,9,DEPT4,,DEPT6,"May 31, 2021",11:09:58 am,28
2257,2,28,DEPT6,40,DEPT2,"May 31, 2021",11:10:16 am,
2257,1,28,DEPT6,40,DEPT2,"May 31, 2021",2:03:58 pm,40
2258,0,35,DEPT6,40,DEPT2,"May 31, 2021",2:02:33 pm,
2258,1,35,DEPT6,40,DEPT2,"May 31, 2021",2:03:49 pm,40
2259,0,38,DEPT3,5,DEPT3,"May 31, 2021",2:04:55 pm,
2259,1,38,DEPT3,5,DEPT3,"June 02, 2021",5:13:10 pm,5
2260,0,38,DEPT3,5,DEPT3,"May 31, 2021",2:04:55 pm,
2260,1,38,DEPT3,5,DEPT3,"June 02, 2021",5:13:14 pm,5
2261,0,40,DEPT2,35,DEPT6,"May 31, 2021",4:14:55 pm,
2261,1,40,DEPT2,35,DEPT6,"June 01, 2021",8:46:10 am,35
2261,2,35,DEPT6,40,DEPT2,"June 01, 2021",10:28:44 am,
2261,1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:42 pm,40
2262,0,5,DEPT3,35,DEPT6,"May 31, 2021",4:18:12 pm,
2262,1,5,DEPT3,35,DEPT6,"June 01, 2021",8:46:39 am,35
2262,2,35,DEPT6,28,DEPT6,"June 01, 2021",10:32:52 am,
2262,1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:13 am,28
2263,0,5,DEPT3,35,DEPT6,"May 31, 2021",4:18:12 pm,
2263,1,5,DEPT3,35,DEPT6,"June 01, 2021",8:46:45 am,35
2263,2,35,DEPT6,28,DEPT6,"June 01, 2021",10:31:07 am,
2263,1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:09 am,28
2264,0,5,DEPT3,35,DEPT6,"May 31, 2021",4:18:12 pm,
2264,1,5,DEPT3,35,DEPT6,"June 01, 2021",8:46:22 am,35
2264,2,35,DEPT6,28,DEPT6,"June 01, 2021",10:32:02 am,
2264,1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:04 am,28
2265,0,37,DEPT7,35,DEPT6,"May 31, 2021",4:22:04 pm,
2265,1,37,DEPT7,35,DEPT6,"June 01, 2021",8:46:53 am,35
2265,2,35,DEPT6,5,DEPT3,"June 01, 2021",10:27:57 am,
2265,1,35,DEPT6,5,DEPT3,"June 01, 2021",11:29:09 am,5
2266,0,5,DEPT3,,DEPT3,"May 31, 2021",4:48:45 pm,
2266,1,5,DEPT3,,DEPT3,"June 02, 2021",9:33:21 am,43
2267,0,43,DEPT3,5,DEPT3,"May 31, 2021",5:15:25 pm,
2267,1,43,DEPT3,5,DEPT3,"June 01, 2021",11:29:27 am,5
2268,0,43,DEPT3,5,DEPT3,"May 31, 2021",5:16:11 pm,
2268,1,43,DEPT3,5,DEPT3,"June 01, 2021",11:29:33 am,5
2269,0,5,DEPT3,35,DEPT6,"May 31, 2021",5:20:21 pm,
2269,1,5,DEPT3,35,DEPT6,"June 01, 2021",8:46:31 am,35
2269,2,35,DEPT6,5,DEPT3,"June 01, 2021",10:28:13 am,
2269,1,35,DEPT6,5,DEPT3,"June 01, 2021",11:29:16 am,5
2270,0,40,DEPT2,35,DEPT6,"June 01, 2021",9:09:58 am,
2270,1,40,DEPT2,35,DEPT6,"June 01, 2021",9:22:23 am,35
2270,2,35,DEPT6,40,DEPT2,"June 01, 2021",10:29:50 am,
2270,1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:55 pm,40
2271,0,40,DEPT2,35,DEPT6,"June 01, 2021",9:09:58 am,
2271,1,40,DEPT2,35,DEPT6,"June 01, 2021",9:22:47 am,35
2271,2,35,DEPT6,40,DEPT2,"June 01, 2021",10:30:43 am,
2271,1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:51 pm,40
2272,0,5,DEPT3,35,DEPT6,"June 01, 2021",11:30:17 am,
2272,1,5,DEPT3,35,DEPT6,"June 01, 2021",2:11:24 pm,35
2272,2,35,DEPT6,28,DEPT6,"June 02, 2021",9:44:30 am,
2272,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:22:53 am,28
2273,0,1,DEPT1,,DEPT2,"June 01, 2021",2:04:43 pm,
2273,1,1,DEPT1,,DEPT2,"June 01, 2021",3:10:28 pm,40
2274,0,5,DEPT3,40,DEPT2,"June 01, 2021",2:48:56 pm,
2274,1,5,DEPT3,40,DEPT2,"June 01, 2021",3:10:09 pm,40
2275,0,5,DEPT3,28,DEPT6,"June 01, 2021",3:38:10 pm,
2275,1,5,DEPT3,28,DEPT6,"June 01, 2021",3:42:55 pm,28
2276,0,38,DEPT3,8,DEPT3,"June 01, 2021",3:45:29 pm,
2276,0,38,DEPT3,8,DEPT3,"June 02, 2021",4:47:19 pm,
2276,1,38,DEPT3,8,DEPT3,"June 02, 2021",4:50:04 pm,8
2276,2,8,DEPT3,,DEPT2,"June 02, 2021",4:50:24 pm,
2276,1,8,DEPT3,,DEPT2,"June 02, 2021",4:53:50 pm,40
2277,0,8,DEPT3,,DEPT6,"June 01, 2021",4:24:16 pm,
2277,1,8,DEPT3,,DEPT6,"June 02, 2021",9:43:58 am,35
2277,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:52:15 am,
2277,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:22:59 am,28
2278,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:46 am,
2278,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:52:33 am,35
2278,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:52:43 am,
2278,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:03 am,28
2279,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:46 am,
2279,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:51:38 am,35
2279,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:51:50 am,
2279,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:08 am,28
2280,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:46 am,
2280,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:51:15 am,35
2280,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:51:30 am,
2280,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:13 am,28
2281,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:47 am,
2281,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:00:44 am,35
2281,2,35,DEPT6,40,DEPT2,"June 02, 2021",10:00:59 am,
2281,1,35,DEPT6,40,DEPT2,"June 02, 2021",12:06:41 pm,40
2282,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:47 am,
2282,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:04:23 am,35
2282,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:52:01 am,
2282,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:19 am,28
2283,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:47 am,
2283,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:50:44 am,35
2283,2,35,DEPT6,28,DEPT6,"June 02, 2021",10:51:00 am,
2283,1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:24 am,28
2284,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:47 am,
2284,1,40,DEPT2,35,DEPT6,"June 02, 2021",10:01:25 am,35
2284,2,35,DEPT6,40,DEPT2,"June 02, 2021",10:01:41 am,
2284,1,35,DEPT6,40,DEPT2,"June 02, 2021",12:05:48 pm,40
2284,2,40,DEPT2,35,DEPT6,"June 02, 2021",12:06:35 pm,
2284,1,40,DEPT2,35,DEPT6,"June 02, 2021",2:05:05 pm,35
2284,2,35,DEPT6,28,DEPT6,"June 02, 2021",2:05:21 pm,
2284,1,35,DEPT6,28,DEPT6,"June 03, 2021",10:02:03 am,28
2285,0,40,DEPT2,35,DEPT6,"June 02, 2021",9:25:47 am,
2285,1,40,DEPT2,35,DEPT6,"June 02, 2021",9:43:48 am,35
2285,2,35,DEPT6,9,DEPT4,"June 02, 2021",10:52:55 am,
2285,1,35,DEPT6,9,DEPT4,"June 03, 2021",2:39:37 pm,9
2285,2,9,DEPT4,,DEPT2,"June 03, 2021",2:39:46 pm,
2285,1,9,DEPT4,,DEPT2,"June 03, 2021",3:28:43 pm,40
2286,0,43,DEPT3,5,DEPT3,"June 02, 2021",9:34:09 am,
2286,1,43,DEPT3,5,DEPT3,"June 02, 2021",5:13:18 pm,5
2287,0,37,DEPT7,35,DEPT6,"June 02, 2021",11:28:12 am,
2287,1,37,DEPT7,35,DEPT6,"June 03, 2021",8:53:24 am,35
2288,0,37,DEPT7,35,DEPT6,"June 02, 2021",11:28:33 am,
2288,1,37,DEPT7,35,DEPT6,"June 02, 2021",2:18:44 pm,35
2288,2,35,DEPT6,28,DEPT6,"June 02, 2021",2:18:54 pm,
2288,1,35,DEPT6,28,DEPT6,"June 03, 2021",10:02:08 am,28
2289,0,31,DEPT5,,DEPT2,"June 02, 2021",12:04:48 pm,
2289,1,31,DEPT5,,DEPT2,"June 02, 2021",12:07:06 pm,40
2290,0,37,DEPT7,,DEPT6,"June 02, 2021",12:13:41 pm,
2290,1,37,DEPT7,,DEPT6,"June 02, 2021",1:14:25 pm,36
2290,2,36,DEPT6,,DEPT7,"June 23, 2021",11:43:11 am,
2290,1,36,DEPT6,,DEPT7,"June 23, 2021",2:23:37 pm,37
2291,0,37,DEPT7,,DEPT6,"June 02, 2021",12:14:03 pm,
2291,1,37,DEPT7,,DEPT6,"June 02, 2021",1:14:30 pm,36
2291,2,36,DEPT6,,DEPT7,"June 23, 2021",11:43:24 am,
2291,1,36,DEPT6,,DEPT7,"June 23, 2021",2:23:44 pm,37
2292,0,35,DEPT6,28,DEPT6,"June 02, 2021",2:06:21 pm,
2292,1,35,DEPT6,28,DEPT6,"June 03, 2021",10:02:17 am,28
2293,0,40,DEPT2,35,DEPT6,"June 02, 2021",4:17:16 pm,
2293,1,40,DEPT2,35,DEPT6,"June 03, 2021",8:53:35 am,35
2293,2,35,DEPT6,28,DEPT6,"June 03, 2021",1:11:00 pm,
2293,1,35,DEPT6,28,DEPT6,"June 03, 2021",1:35:38 pm,28
2294,0,40,DEPT2,35,DEPT6,"June 02, 2021",5:13:19 pm,
2294,1,40,DEPT2,35,DEPT6,"June 03, 2021",8:51:42 am,35
2295,0,5,DEPT3,28,DEPT6,"June 02, 2021",5:14:18 pm,
2295,1,5,DEPT3,28,DEPT6,"June 03, 2021",10:02:23 am,28
2295,2,28,DEPT6,9,DEPT4,"June 04, 2021",10:39:37 am,
2295,1,28,DEPT6,9,DEPT4,"June 04, 2021",11:59:22 am,9
2295,2,9,DEPT4,,DEPT3,"June 04, 2021",2:00:20 pm,
2295,1,9,DEPT4,,DEPT3,"June 04, 2021",2:16:10 pm,5
2295,2,5,DEPT3,,DEPT3,"June 07, 2021",2:03:52 pm,
2295,1,5,DEPT3,,DEPT3,"June 08, 2021",11:58:36 am,43
2296,0,5,DEPT3,28,DEPT6,"June 02, 2021",5:14:18 pm,
2296,1,5,DEPT3,28,DEPT6,"June 03, 2021",10:02:28 am,28
2296,2,28,DEPT6,9,DEPT4,"June 04, 2021",10:39:49 am,
2296,1,28,DEPT6,9,DEPT4,"June 04, 2021",11:59:30 am,9
2296,2,9,DEPT4,,DEPT3,"June 04, 2021",2:00:09 pm,
2296,1,9,DEPT4,,DEPT3,"June 04, 2021",2:16:16 pm,5
2296,2,5,DEPT3,,DEPT3,"June 04, 2021",2:17:29 pm,
2296,1,5,DEPT3,,DEPT3,"June 08, 2021",11:58:30 am,43
2297,0,5,DEPT3,,DEPT3,"June 03, 2021",1:09:11 pm,
2297,1,5,DEPT3,,DEPT3,"June 08, 2021",12:36:39 pm,43
2298,0,43,DEPT3,5,DEPT3,"June 03, 2021",1:22:10 pm,
2298,1,43,DEPT3,5,DEPT3,"June 03, 2021",1:25:05 pm,5
2299,0,5,DEPT3,35,DEPT6,"June 03, 2021",1:26:55 pm,
2299,1,5,DEPT3,35,DEPT6,"June 03, 2021",2:11:00 pm,35
2299,2,35,DEPT6,5,DEPT3,"June 04, 2021",11:18:57 am,
2299,1,35,DEPT6,5,DEPT3,"June 04, 2021",2:16:24 pm,5
2300,0,5,DEPT3,35,DEPT6,"June 03, 2021",1:26:55 pm,
2300,1,5,DEPT3,35,DEPT6,"June 03, 2021",2:11:05 pm,35
2300,2,35,DEPT6,28,DEPT6,"June 04, 2021",11:19:44 am,
2300,1,35,DEPT6,28,DEPT6,"June 04, 2021",11:28:56 am,28
2301,0,40,DEPT2,35,DEPT6,"June 03, 2021",1:46:09 pm,
2301,1,40,DEPT2,35,DEPT6,"June 03, 2021",2:11:11 pm,35
2301,2,35,DEPT6,28,DEPT6,"June 04, 2021",11:19:28 am,
2301,1,35,DEPT6,28,DEPT6,"June 04, 2021",11:29:05 am,28
2302,0,40,DEPT2,35,DEPT6,"June 03, 2021",1:46:09 pm,
2302,1,40,DEPT2,35,DEPT6,"June 03, 2021",2:11:16 pm,35
2302,2,35,DEPT6,40,DEPT2,"June 04, 2021",11:20:09 am,
2302,1,35,DEPT6,40,DEPT2,"June 08, 2021",2:00:02 pm,40
2303,0,43,DEPT3,5,DEPT3,"June 03, 2021",1:53:06 pm,
2303,1,43,DEPT3,5,DEPT3,"June 03, 2021",4:40:43 pm,5
2304,0,41,DEPT4,,DEPT6,"June 03, 2021",2:15:02 pm,
2304,1,41,DEPT4,,DEPT6,"June 03, 2021",2:19:50 pm,28
2305,0,9,DEPT4,,DEPT3,"June 03, 2021",2:42:53 pm,
2305,0,9,DEPT4,,DEPT7,"June 04, 2021",2:00:43 pm,
2305,0,9,DEPT4,37,DEPT7,"June 04, 2021",2:00:59 pm,
2305,1,9,DEPT4,37,DEPT7,"July 01, 2021",10:34:03 am,37
2305,2,37,DEPT7,,DEPT3,"July 06, 2021",12:03:59 pm,
2305,1,37,DEPT7,,DEPT3,"July 06, 2021",1:07:17 pm,8
2306,0,9,DEPT4,,DEPT3,"June 03, 2021",2:43:16 pm,
2306,1,9,DEPT4,,DEPT3,"June 04, 2021",2:18:04 pm,8
2307,0,40,DEPT2,6,DEPT1,"June 03, 2021",3:29:09 pm,
2307,1,40,DEPT2,6,DEPT1,"June 03, 2021",3:33:18 pm,6
2308,0,9,DEPT4,,DEPT1,"June 03, 2021",3:30:27 pm,
2308,1,9,DEPT4,,DEPT1,"June 03, 2021",3:35:05 pm,6
2309,0,6,DEPT1,,DEPT4,"June 03, 2021",3:36:00 pm,
2309,1,6,DEPT1,,DEPT4,"June 10, 2021",4:03:05 pm,9
2310,0,43,DEPT3,5,DEPT3,"June 03, 2021",4:03:27 pm,
2310,1,43,DEPT3,5,DEPT3,"June 03, 2021",4:40:53 pm,5
2310,2,5,DEPT3,,DEPT3,"June 03, 2021",4:53:24 pm,
2310,1,5,DEPT3,,DEPT3,"June 03, 2021",4:59:08 pm,43
2311,0,43,DEPT3,5,DEPT3,"June 03, 2021",4:56:21 pm,
2311,1,43,DEPT3,5,DEPT3,"June 04, 2021",2:16:34 pm,5
2312,0,28,DEPT6,5,DEPT3,"June 04, 2021",8:47:27 am,
2312,1,28,DEPT6,5,DEPT3,"June 04, 2021",2:16:42 pm,5
2313,0,28,DEPT6,5,DEPT3,"June 04, 2021",8:47:49 am,
2313,1,28,DEPT6,5,DEPT3,"June 04, 2021",2:16:49 pm,5
2315,0,2,DEPT1,,DEPT6,"June 04, 2021",1:35:18 pm,
2315,1,2,DEPT1,,DEPT6,"June 04, 2021",1:49:31 pm,35
2315,2,35,DEPT6,9,DEPT4,"June 24, 2021",1:28:58 pm,
2315,1,35,DEPT6,9,DEPT4,"June 29, 2021",11:25:00 am,9
2315,2,9,DEPT4,,DEPT1,"June 29, 2021",5:21:24 pm,
2315,1,9,DEPT4,,DEPT1,"June 29, 2021",5:40:58 pm,2
2315,2,2,DEPT1,,DEPT6,"June 30, 2021",9:27:17 am,
2315,1,2,DEPT1,,DEPT6,"June 30, 2021",10:49:17 am,35
2315,2,35,DEPT6,9,DEPT4,"June 30, 2021",2:04:58 pm,
2315,1,35,DEPT6,9,DEPT4,"June 30, 2021",4:07:22 pm,9
2315,2,9,DEPT4,37,DEPT7,"July 02, 2021",12:25:12 pm,
2315,1,9,DEPT4,37,DEPT7,"July 02, 2021",3:45:46 pm,37
2315,2,37,DEPT7,,DEPT1,"July 06, 2021",10:55:20 am,
2315,2,37,DEPT7,,DEPT2,"July 06, 2021",12:06:09 pm,
2315,1,37,DEPT7,,DEPT2,"July 07, 2021",7:48:04 am,40
2316,0,8,DEPT3,,DEPT6,"June 04, 2021",2:19:27 pm,
2316,1,8,DEPT3,,DEPT6,"June 04, 2021",2:21:15 pm,35
2316,2,35,DEPT6,8,DEPT3,"June 24, 2021",1:30:36 pm,
2316,1,35,DEPT6,8,DEPT3,"July 01, 2021",11:02:51 am,8
2316,2,8,DEPT3,,DEPT4,"July 05, 2021",9:50:05 am,
2316,1,8,DEPT3,,DEPT4,"July 05, 2021",10:07:36 am,9
2317,0,5,DEPT3,28,DEPT6,"June 04, 2021",2:48:52 pm,
2317,1,5,DEPT3,28,DEPT6,"June 04, 2021",3:05:35 pm,28
2318,0,40,DEPT2,6,DEPT1,"June 07, 2021",10:29:07 am,
2318,1,40,DEPT2,6,DEPT1,"June 07, 2021",10:29:49 am,6
2319,0,29,DEPT4,31,DEPT5,"June 07, 2021",12:45:54 pm,
2319,1,29,DEPT4,31,DEPT5,"June 10, 2021",11:04:31 am,31
2320,0,43,DEPT3,5,DEPT3,"June 07, 2021",1:48:00 pm,
2320,1,43,DEPT3,5,DEPT3,"June 07, 2021",2:04:03 pm,5
2322,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2322,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:24:44 pm,35
2322,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:51:29 pm,
2322,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:00:05 pm,28
2323,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2323,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:24:54 pm,35
2323,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:53:13 pm,
2323,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:00:27 pm,28
2324,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2324,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:25:00 pm,35
2324,2,35,DEPT6,40,DEPT2,"June 08, 2021",4:54:31 pm,
2324,1,35,DEPT6,40,DEPT2,"June 08, 2021",4:56:02 pm,40
2325,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2325,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:25:06 pm,35
2325,2,35,DEPT6,40,DEPT2,"June 08, 2021",4:54:47 pm,
2325,1,35,DEPT6,40,DEPT2,"June 08, 2021",4:56:06 pm,40
2326,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2326,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:25:11 pm,35
2326,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:53:30 pm,
2326,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:00:32 pm,28
2327,0,40,DEPT2,35,DEPT6,"June 08, 2021",9:30:09 am,
2327,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:25:34 pm,35
2327,2,35,DEPT6,40,DEPT2,"June 08, 2021",3:25:45 pm,
2327,1,35,DEPT6,40,DEPT2,"June 08, 2021",4:56:11 pm,40
2328,0,28,DEPT6,20,DEPT2,"June 08, 2021",9:46:09 am,
2328,1,28,DEPT6,20,DEPT2,"June 21, 2021",11:34:48 am,20
2329,0,28,DEPT6,5,DEPT3,"June 08, 2021",10:56:13 am,
2329,1,28,DEPT6,5,DEPT3,"June 08, 2021",11:57:53 am,5
2330,0,38,DEPT3,8,DEPT3,"June 08, 2021",11:48:33 am,
2330,1,38,DEPT3,8,DEPT3,"June 14, 2021",6:23:38 pm,8
2331,0,38,DEPT3,28,DEPT6,"June 08, 2021",11:49:21 am,
2331,1,38,DEPT3,28,DEPT6,"June 09, 2021",10:42:16 am,28
2332,0,40,DEPT2,9,DEPT4,"June 08, 2021",1:06:43 pm,
2332,1,40,DEPT2,9,DEPT4,"June 10, 2021",4:02:52 pm,9
2333,0,5,DEPT3,35,DEPT6,"June 08, 2021",1:16:33 pm,
2333,1,5,DEPT3,35,DEPT6,"June 08, 2021",3:26:01 pm,35
2333,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:54:07 pm,
2333,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:00:45 pm,28
2334,0,5,DEPT3,35,DEPT6,"June 08, 2021",1:16:33 pm,
2334,1,5,DEPT3,35,DEPT6,"June 08, 2021",3:26:07 pm,35
2334,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:54:18 pm,
2334,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:00:57 pm,28
2335,0,5,DEPT3,,DEPT3,"June 08, 2021",1:26:25 pm,
2335,1,5,DEPT3,,DEPT3,"June 08, 2021",3:46:20 pm,43
2336,0,5,DEPT3,,DEPT3,"June 08, 2021",1:26:25 pm,
2336,1,5,DEPT3,,DEPT3,"June 08, 2021",3:46:15 pm,43
2337,0,40,DEPT2,35,DEPT6,"June 08, 2021",2:02:50 pm,
2337,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:25:27 pm,35
2337,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:52:48 pm,
2337,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:01:13 pm,28
2338,0,40,DEPT2,35,DEPT6,"June 08, 2021",2:02:50 pm,
2338,1,40,DEPT2,35,DEPT6,"June 08, 2021",3:26:15 pm,35
2338,2,35,DEPT6,28,DEPT6,"June 08, 2021",4:53:54 pm,
2338,1,35,DEPT6,28,DEPT6,"June 08, 2021",5:01:54 pm,28
2339,0,43,DEPT3,5,DEPT3,"June 08, 2021",3:47:11 pm,
2339,1,43,DEPT3,5,DEPT3,"June 09, 2021",10:26:11 am,5
2347,0,41,DEPT4,,DEPT3,"June 08, 2021",5:06:53 pm,
2347,1,41,DEPT4,,DEPT3,"June 09, 2021",10:26:15 am,5
2348,0,40,DEPT2,35,DEPT6,"June 09, 2021",10:00:24 am,
2348,1,40,DEPT2,35,DEPT6,"June 09, 2021",3:49:51 pm,35
2348,2,35,DEPT6,28,DEPT6,"June 09, 2021",3:50:31 pm,
2348,1,35,DEPT6,28,DEPT6,"June 09, 2021",4:01:27 pm,28
2349,0,40,DEPT2,35,DEPT6,"June 09, 2021",10:00:24 am,
2349,1,40,DEPT2,35,DEPT6,"June 09, 2021",3:50:19 pm,35
2349,2,35,DEPT6,28,DEPT6,"June 09, 2021",3:50:53 pm,
2349,1,35,DEPT6,28,DEPT6,"June 09, 2021",4:02:33 pm,28
2350,0,40,DEPT2,35,DEPT6,"June 09, 2021",10:00:24 am,
2350,0,40,DEPT2,35,DEPT6,"June 09, 2021",4:35:52 pm,
2350,1,40,DEPT2,35,DEPT6,"June 09, 2021",5:35:06 pm,35
2350,2,35,DEPT6,28,DEPT6,"June 09, 2021",5:35:15 pm,
2350,1,35,DEPT6,28,DEPT6,"June 10, 2021",8:45:26 am,28
2351,0,40,DEPT2,35,DEPT6,"June 09, 2021",10:06:56 am,
2351,1,40,DEPT2,35,DEPT6,"June 09, 2021",3:50:10 pm,35
2351,2,35,DEPT6,28,DEPT6,"June 09, 2021",3:51:06 pm,
2351,1,35,DEPT6,28,DEPT6,"June 09, 2021",4:02:28 pm,28
2352,0,40,DEPT2,6,DEPT1,"June 09, 2021",10:12:12 am,
2352,1,40,DEPT2,6,DEPT1,"June 09, 2021",10:35:35 am,6
2353,0,29,DEPT4,31,DEPT5,"June 09, 2021",10:21:14 am,
2353,1,29,DEPT4,31,DEPT5,"June 10, 2021",11:01:10 am,31
2354,0,5,DEPT3,28,DEPT6,"June 09, 2021",10:32:40 am,
2354,1,5,DEPT3,28,DEPT6,"June 09, 2021",10:41:58 am,28
2354,2,28,DEPT6,9,DEPT4,"June 09, 2021",3:46:38 pm,
2354,1,28,DEPT6,9,DEPT4,"June 10, 2021",4:01:50 pm,9
2354,2,9,DEPT4,,DEPT3,"June 10, 2021",4:08:07 pm,
2354,1,9,DEPT4,,DEPT3,"June 10, 2021",4:52:54 pm,5
2354,2,5,DEPT3,,DEPT3,"June 16, 2021",3:55:21 pm,
2354,1,5,DEPT3,,DEPT3,"June 16, 2021",4:36:25 pm,43
2355,0,5,DEPT3,28,DEPT6,"June 09, 2021",10:32:40 am,
2355,1,5,DEPT3,28,DEPT6,"June 09, 2021",10:41:52 am,28
2355,2,28,DEPT6,9,DEPT4,"June 09, 2021",3:46:21 pm,
